# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 32K of event 'LLC-load-misses'
# Event count (approx.): 6563415
#
# Overhead  Command          Shared Object         Symbol                                                                                                                                                                       
# ........  ...............  ....................  .............................................................................................................................................................................
#
     0.00%  java             libc-2.28.so         [.] __GI_strstr
     0.00%  C2 CompilerThre  libjvm.so            [.] IfNode::Ideal
     0.00%  C1 CompilerThre  libjvm.so            [.] Interval::new_split_child
     0.00%  java             [kernel.kallsyms]    [k] mutex_lock
     0.00%  G1 Refine#5      [kernel.kallsyms]    [k] copy_page
     0.00%  GC Thread#14     [kernel.kallsyms]    [k] __update_idle_core
     0.00%  C2 CompilerThre  libjvm.so            [.] Matcher::ReduceOper
     0.00%  C2 CompilerThre  libjvm.so            [.] Parse::do_all_blocks
     0.00%  C2 CompilerThre  [kernel.kallsyms]    [k] __init_waitqueue_head
     0.00%  C2 CompilerThre  libjvm.so            [.] SubLNode::Opcode
     0.00%  java             [nfs]                [k] nfs_check_cache_invalid
     0.00%  C2 CompilerThre  libjvm.so            [.] pthread_mutex_lock@plt
     0.00%  C2 CompilerThre  libjvm.so            [.] PhaseIdealLoop::try_move_store_before_loop
     0.00%  GC Thread#18     [kernel.kallsyms]    [k] __handle_mm_fault
     0.00%  C1 CompilerThre  libjvm.so            [.] ExceptionHandlerTable::add_subtable
     0.00%  C1 CompilerThre  libjvm.so            [.] ciField::will_link
     0.00%  C1 CompilerThre  [kernel.kallsyms]    [k] mem_cgroup_try_charge
     0.00%  GC Thread#16     [kernel.kallsyms]    [k] get_task_policy.part.36
     0.00%  C2 CompilerThre  libjvm.so            [.] MachEpilogNode::emit
     0.00%  java             [kernel.kallsyms]    [k] x86_setup_perfctr
     0.00%  GC Thread#10     [kernel.kallsyms]    [k] get_page_from_freelist
     0.00%  java             [kernel.kallsyms]    [k] mem_cgroup_from_task
     0.00%  C2 CompilerThre  libjvm.so            [.] DebugInformationRecorder::DebugInformationRecorder
     0.00%  DPU_WORK_0000    [kernel.kallsyms]    [k] futex_wait
     0.00%  C1 CompilerThre  libjvm.so            [.] LIR_OprFact::intConst
     0.00%  GC Thread#19     [kernel.kallsyms]    [k] _raw_spin_lock
     0.00%  C1 CompilerThre  [kernel.kallsyms]    [k] x86_reserve_hardware
     0.00%  C2 CompilerThre  libjvm.so            [.] methodHandle::methodHandle
     0.00%  C2 CompilerThre  libjvm.so            [.] PhaseChaitin::mark_ssa
     0.00%  C2 CompilerThre  libjvm.so            [.] TypeLong::hash
     0.00%  java             [kernel.kallsyms]    [k] intel_pmu_hw_config
     0.00%  java             libjvm.so            [.] InstanceKlass::find_local_field
     0.00%  G1 Refine#15     libjvm.so            [.] G1CardCounts::is_hot
     0.00%  G1 Refine#20     libjvm.so            [.] G1HotCardCache::insert
     0.00%  C2 CompilerThre  libjvm.so            [.] BitMap::set_union
     0.00%  java             [kernel.kallsyms]    [k] up_read
     0.00%  GC Thread#2      [kernel.kallsyms]    [k] _raw_spin_lock_irqsave
     0.00%  java             libjvm.so            [.] LinkResolver::runtime_resolve_virtual_method
     0.00%  java             [kernel.kallsyms]    [k] __intel_shared_reg_get_constraints.isra.9
     0.00%  C2 CompilerThre  libjvm.so            [.] Location::write_on
     0.00%  C2 CompilerThre  libjvm.so            [.] PhiNode::Opcode
     0.00%  java             libjvm.so            [.] LeakProfiler::is_running
     0.00%  G1 Refine#1      libjvm.so            [.] calc_thresholds
     0.00%  C2 CompilerThre  [kernel.kallsyms]    [k] mem_cgroup_try_charge
     0.00%  C2 CompilerThre  libjvm.so            [.] MachOper::num_edges
     0.00%  GC Thread#0      [kernel.kallsyms]    [k] __mem_cgroup_threshold
     0.00%  C1 CompilerThre  libjvm.so            [.] LIR_Address::as_address
     0.00%  C1 CompilerThre  libjvm.so            [.] BitMap::set_union_with_result
     0.00%  C2 CompilerThre  [kernel.kallsyms]    [k] new_slab
     0.00%  GC Thread#19     libjvm.so            [.] G1ScanHRForRegionClosure::scan_heap_roots
     0.00%  G1 Refine#7      libjvm.so            [.] G1DirtyCardQueueSet::refine_buffer
     0.00%  C2 CompilerThre  libjvm.so            [.] ValueRecorder<Metadata*>::maybe_find_index
     0.00%  GC Thread#17     [kernel.kallsyms]    [k] __pagevec_lru_add_fn
     0.00%  C2 CompilerThre  libjvm.so            [.] GenerateOopMap::mark_reachable_code
     0.00%  G1 Refine#17     libjvm.so            [.] G1CardCounts::add_card_count
     0.00%  GC Thread#12     [kernel.kallsyms]    [k] clear_subpage
     0.00%  C2 CompilerThre  libjvm.so            [.] Assembler::nop
     0.00%  java             [kernel.kallsyms]    [k] intel_pmu_bts_config
     0.00%  C2 CompilerThre  libjvm.so            [.] PhaseCFG::schedule_late
     0.00%  C2 CompilerThre  libjvm.so            [.] Compile::Compile
     0.00%  java             libjvm.so            [.] JavaCallWrapper::JavaCallWrapper
     0.00%  GC Thread#8      libjvm.so            [.] G1BlockOffsetTablePart::alloc_block_work
     0.00%  C2 CompilerThre  libjvm.so            [.] Signature::is_valid_array_signature
     0.00%  C1 CompilerThre  libjvm.so            [.] GraphBuilder::copy_state_for_exception_with_bci
     0.00%  C2 CompilerThre  libjvm.so            [.] Compile::final_graph_reshaping_main_switch
     0.00%  GC Thread#12     [kernel.kallsyms]    [k] get_page_from_freelist
     0.00%  C2 CompilerThre  libjvm.so            [.] Node::find_long_type
     0.00%  java             libjvm.so            [.] MemAllocator::Allocation::notify_allocation_jfr_sampler
     0.00%  C2 CompilerThre  libjvm.so            [.] ValueRecorder<Metadata*>::ValueRecorder
     0.00%  java             [kernel.kallsyms]    [k] get_ctx
     0.00%  G1 Refine#5      [kernel.kallsyms]    [k] __hrtimer_run_queues
     0.00%  java             libjvm.so            [.] SymbolTable::new_symbol
     0.00%  C2 CompilerThre  libjvm.so            [.] PhaseIdealLoop::clone_loop_handle_data_uses
     0.00%  java             libjvm.so            [.] ObjAllocator::initialize
     0.00%  C1 CompilerThre  libjvm.so            [.] LIR_OprDesc::as_register_lo
     0.00%  C2 CompilerThre  libjvm.so            [.] Relocation::pd_call_destination
     0.00%  java             libjvm.so            [.] InstanceKlass::allocate_objArray
     0.00%  java             libc-2.28.so         [.] _int_free
     0.00%  G1 Refine#9      libjvm.so            [.] oopDesc::size_given_klass
     0.00%  java             libjvm.so            [.] java_lang_String::create_oop_from_str
     0.00%  GC Thread#13     [kernel.kallsyms]    [k] rcu_all_qs
     0.00%  C1 CompilerThre  libjvm.so            [.] Instruction::as_ExceptionObject
     0.00%  C1 CompilerThre  libjvm.so            [.] BlockListBuilder::set_entries
     0.00%  java             libdpujni.so.2023.1  [.] Java_com_upmem_dpu_NativeDpuSet_load
     0.00%  java             libjvm.so            [.] ThreadShadow::clear_pending_exception
     0.00%  C2 CompilerThre  libjvm.so            [.] GrowableArrayWithAllocator<unsigned int, GrowableArray<unsigned int> >::grow
     0.00%  C2 CompilerThre  libjvm.so            [.] TypeAryPtr::make
     0.00%  C2 CompilerThre  libjvm.so            [.] ciBytecodeStream::get_declared_method_holder
     0.00%  GC Thread#4      [kernel.kallsyms]    [k] clear_subpage
     0.00%  C2 CompilerThre  libjvm.so            [.] Parse::do_one_block
     0.00%  GC Thread#22     [kernel.kallsyms]    [k] clear_subpage
     0.00%  GC Thread#13     [kernel.kallsyms]    [k] page_counter_try_charge
     0.00%  java             [kernel.kallsyms]    [k] __update_load_avg_se
     0.00%  C2 CompilerThre  libjvm.so            [.] GraphKit::gen_stub
     0.00%  java             [kernel.kallsyms]    [k] tick_program_event
     0.00%  G1 Refine#10     libjvm.so            [.] QuickSort::inner_sort<false, unsigned char*, int (*)(unsigned char const*, unsigned char const*)>
     0.00%  C2 CompilerThre  libjvm.so            [.] PhaseTransform::find_long_type
     0.00%  C2 CompilerThre  libjvm.so            [.] PhaseCFG::is_uncommon
     0.00%  C1 CompilerThre  libjvm.so            [.] DebugInformationRecorder::add_safepoint
     0.00%  G1 Refine#22     libjvm.so            [.] G1BlockOffsetTablePart::alloc_block_work
     0.00%  GC Thread#9      [kernel.kallsyms]    [k] __pagevec_lru_add_fn
     0.00%  G1 Refine#10     [kernel.kallsyms]    [k] __schedule
     0.00%  java             libjvm.so            [.] JNI_ArgumentPusher::JNI_ArgumentPusher
     0.00%  java             perf-15143.map       [.] java.util.HashMap$Node java.util.HashMap.newNode(int, java.lang.Object, java.lang.Object, java.util.HashMap$Node)
     0.00%  C2 CompilerThre  libjvm.so            [.] MethodLiveness::BasicBlock::BasicBlock
     0.00%  C2 CompilerThre  libjvm.so            [.] cmpOpOper::ccode
     0.00%  C2 CompilerThre  libjvm.so            [.] jmpDirNode::is_block_proj
     0.00%  C2 CompilerThre  libjvm.so            [.] Matcher::ReduceInst_Interior
     0.00%  C1 CompilerThre  libjvm.so            [.] MacroAssembler::zero_memory
     0.00%  G1 Refine#4      libjvm.so            [.] G1BlockOffsetTablePart::alloc_block_work
     0.00%  java             [kernel.kallsyms]    [k] tick_sched_do_timer
     0.00%  GC Thread#7      [kernel.kallsyms]    [k] clear_subpage
     0.00%  GC Thread#13     libpthread-2.28.so   [.] pthread_mutex_trylock
     0.00%  GC Thread#11     [kernel.kallsyms]    [k] __alloc_pages_nodemask
     0.00%  java             [kernel.kallsyms]    [k] intel_get_event_constraints
     0.00%  C2 CompilerThre  libjvm.so            [.] ciMethod::call_profile_at_bci
     0.00%  C1 CompilerThre  libjvm.so            [.] ProfileCall::visit
     0.00%  G1 Refine#11     libjvm.so            [.] OopOopIterateBoundedDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, narrowOop>
     0.00%  GC Thread#14     [kernel.kallsyms]    [k] page_add_new_anon_rmap
     0.00%  C2 CompilerThre  libjvm.so            [.] JVMState::clone_shallow
     0.00%  java             [kernel.kallsyms]    [k] path_init
     0.00%  C2 CompilerThre  libjvm.so            [.] ParseGenerator::generate
     0.00%  G1 Refine#4      [kernel.kallsyms]    [k] get_futex_key_refs.isra.12
     0.00%  C1 CompilerThre  perf-15143.map       [.] flush_icache_stub
     0.00%  G1 Refine#10     libjvm.so            [.] G1DirtyCardQueueSet::refine_buffer
     0.00%  C1 CompilerThre  libjvm.so            [.] ValueStack::pop_arguments
     0.00%  C1 CompilerThre  libjvm.so            [.] Interval::split
     0.00%  C1 CompilerThre  libjvm.so            [.] GenerateOopMap::merge_state_into_bb
     0.00%  C2 CompilerThre  libjvm.so            [.] MergeMemNode::set_memory_at
     0.00%  C1 CompilerThre  libjvm.so            [.] EdgeMoveOptimizer::optimize_moves_at_block_begin
     0.00%  C2 CompilerThre  libjvm.so            [.] PhaseIterGVN::remove_speculative_types
     0.00%  GC Thread#20     libjvm.so            [.] OopOopIterateDispatch<G1ScanCardClosure>::Table::oop_oop_iterate<ObjArrayKlass, narrowOop>
     0.00%  C1 CompilerThre  libjvm.so            [.] LIR_Assembler::reg2stack
     0.00%  GC Thread#15     [kernel.kallsyms]    [k] __free_pages_ok
     0.00%  GC Thread#14     [vdso]               [.] 0x00000000000009f9
     0.00%  C2 CompilerThre  libjvm.so            [.] ProjNode::is_uncommon_trap_proj
     0.00%  java             libjvm.so            [.] LinkResolver::resolve_method
     0.00%  C2 CompilerThre  libjvm.so            [.] PhaseChaitin::use_prior_register
     0.00%  G1 Refine#12     libjvm.so            [.] OopOopIterateBoundedDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, narrowOop>
     0.00%  C2 CompilerThre  libjvm.so            [.] ciTypeFlow::build_loop_tree
     0.00%  C2 CompilerThre  libjvm.so            [.] Matcher::specialize_generic_vector_operands
     0.00%  C2 CompilerThre  libjvm.so            [.] ciInstanceKlass::is_interface
     0.00%  C2 CompilerThre  libjvm.so            [.] Parse::dynamic_branch_prediction
     0.00%  GC Thread#0      [kernel.kallsyms]    [k] page_counter_cancel
     0.00%  java             [kernel.kallsyms]    [k] __hrtimer_run_queues
     0.00%  C1 CompilerThre  libjvm.so            [.] G1BarrierSetC1::load_at_resolved
     0.00%  GC Thread#14     [kernel.kallsyms]    [k] find_busiest_group
     0.00%  GC Thread#15     [kernel.kallsyms]    [k] vmacache_find
     0.00%  GC Thread#19     [kernel.kallsyms]    [k] do_syscall_64
     0.00%  java             [kernel.kallsyms]    [k] memcpy_erms
     0.00%  C1 CompilerThre  libjvm.so            [.] Assembler::shrq
     0.00%  GC Thread#14     [kernel.kallsyms]    [k] clear_subpage
     0.00%  C2 CompilerThre  libjvm.so            [.] IfNode::simple_subsuming
     0.00%  GC Thread#5      ld-2.28.so           [.] __tls_get_addr
     0.00%  C1 CompilerThre  libjvm.so            [.] Dictionary::find
     0.00%  C2 CompilerThre  libjvm.so            [.] shrI_rReg_immNode::rule
     0.00%  C2 CompilerThre  libjvm.so            [.] PhaseCFG::create_loop_tree
     0.00%  G1 Refine#4      libjvm.so            [.] G1CardCounts::is_hot
     0.00%  C2 CompilerThre  libjvm.so            [.] PhaseChaitin::build_ifg_virtual
     0.00%  C2 CompilerThre  libjvm.so            [.] ciMethod::is_initializer
     0.00%  C1 CompilerThre  libjvm.so            [.] Instruction::as_AccessIndexed
     0.00%  C2 CompilerThre  [kernel.kallsyms]    [k] unmap_page_range
     0.00%  GC Thread#14     [kernel.kallsyms]    [k] clear_huge_page
     0.00%  GC Thread#0      [kernel.kallsyms]    [k] __pagevec_lru_add_fn
     0.00%  GC Thread#21     [kernel.kallsyms]    [k] smp_apic_timer_interrupt
     0.00%  java             [kernel.kallsyms]    [k] do_syscall_64
     0.00%  C2 CompilerThre  libjvm.so            [.] IntelJccErratum::compute_padding
     0.00%  C2 CompilerThre  libjvm.so            [.] BoolNode::Ideal
     0.00%  GC Thread#12     [kernel.kallsyms]    [k] __free_pages_ok
     0.00%  GC Thread#11     libpthread-2.28.so   [.] pthread_mutex_trylock
     0.00%  C2 CompilerThre  libjvm.so            [.] InstanceKlass::find_field
     0.00%  G1 Refine#10     libjvm.so            [.] GlobalCounter::write_synchronize
     0.00%  java             [kernel.kallsyms]    [k] smp_apic_timer_interrupt
     0.00%  GC Thread#6      [kernel.kallsyms]    [k] page_fault
     0.00%  G1 Refine#3      libjvm.so            [.] oopDesc::size
     0.00%  GC Thread#7      [kernel.kallsyms]    [k] get_futex_key
     0.00%  GC Thread#16     [kernel.kallsyms]    [k] _cond_resched
     0.00%  C2 CompilerThre  libjvm.so            [.] PhiNode::make
     0.00%  java             [kernel.kallsyms]    [k] interrupt_entry
     0.00%  C1 CompilerThre  libjvm.so            [.] CodeSection::relocate
     0.00%  DPU_WORK_0000    libdpu.so.0.0        [.] ci_prepare_mask
     0.00%  java             [kernel.kallsyms]    [k] clear_huge_page
     0.00%  GC Thread#6      [kernel.kallsyms]    [k] clear_subpage
     0.00%  java             [nfs]                [k] nfs_file_read
     0.00%  C2 CompilerThre  libjvm.so            [.] ciTypeFlow::JsrSet::apply_control
     0.00%  C1 CompilerThre  [kernel.kallsyms]    [k] dequeue_task_fair
     0.00%  java             libc-2.28.so         [.] cfree@GLIBC_2.2.5
     0.00%  C1 CompilerThre  libc-2.28.so         [.] __strchrnul_avx2
     0.00%  GC Thread#3      [kernel.kallsyms]    [k] get_futex_key_refs.isra.12
     0.00%  C2 CompilerThre  libjvm.so            [.] RegionNode::pinned
     0.00%  C2 CompilerThre  libjvm.so            [.] RegMask::clear_to_sets
     0.00%  java             libjvm.so            [.] G1FromCardCache::invalidate
     0.00%  C1 CompilerThre  libjvm.so            [.] RelocIterator::reloc
     0.00%  java             libjvm.so            [.] InterpreterRuntime::resolve_get_put
     0.00%  G1 Refine#1      [kernel.kallsyms]    [k] __hrtimer_run_queues
     0.00%  C1 CompilerThre  libjvm.so            [.] FrameMap::regname
     0.00%  G1 Refine#20     [kernel.kallsyms]    [k] get_page_from_freelist
     0.00%  C1 CompilerThre  libjvm.so            [.] MethodLiveness::BasicBlock::get_liveness_at
     0.00%  C1 CompilerThre  libjvm.so            [.] LIR_Assembler::reg2mem
     0.00%  C2 CompilerThre  libc-2.28.so         [.] __memset_avx2_erms
     0.00%  G1 Refine#16     libjvm.so            [.] G1CardCounts::is_hot
     0.00%  G1 Refine#15     libjvm.so            [.] G1CardCounts::add_card_count
     0.00%  java             libjvm.so            [.] Assembler::jcc
     0.00%  GC Thread#14     [kernel.kallsyms]    [k] account_entity_dequeue
     0.00%  java             [kernel.kallsyms]    [k] update_load_avg
     0.00%  G1 Refine#14     libjvm.so            [.] G1DirtyCardQueueSet::refine_buffer
     0.00%  GC Thread#3      [kernel.kallsyms]    [k] _cond_resched
     0.00%  GC Thread#9      [kernel.kallsyms]    [k] __list_add_valid
     0.00%  G1 Refine#10     [kernel.kallsyms]    [k] flush_smp_call_function_queue
     0.00%  G1 Refine#7      libjvm.so            [.] RSHashTable::add_card
