# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 56K of event 'cache-references'
# Event count (approx.): 25757743
#
# Overhead  Command          Shared Object         Symbol                                                                                                                                                    
# ........  ...............  ....................  ..........................................................................................................................................................
#
     0.01%  GC Thread#20     libjvm.so           [.] OopOopIterateBoundedDispatch<G1ScanCardClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, narrowOop>
     0.01%  GC Thread#7      [kernel.kallsyms]   [k] _raw_spin_lock
     0.01%  C1 CompilerThre  libjvm.so           [.] GrowableArrayArenaAllocator::allocate
     0.01%  C1 CompilerThre  libjvm.so           [.] BlockBegin::set_end
     0.01%  C1 CompilerThre  libjvm.so           [.] LIR_Assembler::emit_lir_list
     0.01%  C1 CompilerThre  libjvm.so           [.] GraphBuilder::state_at_entry
     0.01%  G1 Refine#2      [kernel.kallsyms]   [k] tick_program_event
     0.01%  GC Thread#5      libjvm.so           [.] OopOopIterateBoundedDispatch<G1ScanCardClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, narrowOop>
     0.01%  java             libjvm.so           [.] AccessFlags::atomic_set_bits
     0.01%  G1 Refine#2      libjvm.so           [.] Rdtsc::elapsed_counter
     0.01%  G1 Refine#22     libjvm.so           [.] G1DirtyCardQueueSet::refine_buffer
     0.01%  java             libz.so.1.2.11      [.] inflateBackEnd
     0.01%  G1 Refine#6      libjvm.so           [.] G1DirtyCardQueueSet::refine_buffer
     0.01%  GC Thread#18     [kernel.kallsyms]   [k] futex_wake
     0.01%  C1 CompilerThre  [kernel.kallsyms]   [k] __softirqentry_text_start
     0.01%  C1 CompilerThre  libjvm.so           [.] JumpData::cell_count
     0.01%  GC Thread#2      libjvm.so           [.] OopOopIterateBackwardsDispatch<G1ScanEvacuatedObjClosure>::Table::oop_oop_iterate_backwards<InstanceKlass, narrowOop>
     0.01%  C1 CompilerThre  libjvm.so           [.] LIR_List::move
     0.01%  G1 Refine#15     libjvm.so           [.] G1CardCounts::add_card_count
     0.01%  G1 Refine#5      libjvm.so           [.] G1DirtyCardQueueSet::refine_completed_buffer_concurrently
     0.01%  C1 CompilerThre  libjvm.so           [.] LIR_List::store
     0.01%  G1 Refine#2      [kernel.kallsyms]   [k] get_futex_key_refs.isra.12
     0.01%  C1 CompilerThre  libjvm.so           [.] CompileTask::free
     0.01%  C1 CompilerThre  libjvm.so           [.] OopMapSet::add_gc_map
     0.01%  java             libjvm.so           [.] GrowableArrayWithAllocator<Symbol*, GrowableArray<Symbol*> >::grow
     0.01%  C1 CompilerThre  libjvm.so           [.] Instruction::as_Phi
     0.01%  GC Thread#12     libjvm.so           [.] G1ScanHRForRegionClosure::scan_heap_roots
     0.01%  GC Thread#4      libjvm.so           [.] OopOopIterateBoundedDispatch<G1ScanCardClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, narrowOop>
     0.01%  G1 Refine#1      [kernel.kallsyms]   [k] activate_task
     0.01%  G1 Refine#1      libjvm.so           [.] G1BlockOffsetTablePart::forward_to_block_containing_addr_slow
     0.01%  G1 Refine#3      libjvm.so           [.] QuickSort::inner_sort<false, unsigned char*, int (*)(unsigned char const*, unsigned char const*)>
     0.01%  C2 CompilerThre  libjvm.so           [.] Node::del_req
     0.01%  C1 CompilerThre  libjvm.so           [.] as_BasicType
     0.01%  G1 Refine#2      [kernel.kallsyms]   [k] update_cfs_rq_h_load
     0.01%  java             perf-4009.map       [.] java.lang.Object java.util.concurrent.ConcurrentHashMap.putVal(java.lang.Object, java.lang.Object, boolean)
     0.01%  GC Thread#11     libjvm.so           [.] G1BlockOffsetTablePart::alloc_block_work
     0.01%  C2 CompilerThre  libjvm.so           [.] PhaseIdealLoop::build_loop_tree_impl
     0.01%  GC Thread#7      [kernel.kallsyms]   [k] llist_add_batch
     0.01%  G1 Refine#20     libjvm.so           [.] OopOopIterateBoundedDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, narrowOop>
     0.01%  G1 Refine#6      libjvm.so           [.] oopDesc::size_given_klass
     0.01%  GC Thread#17     libjvm.so           [.] G1ScanHRForRegionClosure::scan_heap_roots
     0.01%  G1 Refine#7      libjvm.so           [.] oopDesc::size_given_klass
     0.01%  GC Thread#21     [kernel.kallsyms]   [k] smp_call_function_many
     0.01%  java             [kernel.kallsyms]   [k] mod_timer
     0.01%  C1 CompilerThre  [kernel.kallsyms]   [k] inherit_event.isra.113
     0.01%  C2 CompilerThre  [kernel.kallsyms]   [k] __update_load_avg_se
     0.01%  java             libjvm.so           [.] Mutex::unlock
     0.01%  C1 CompilerThre  [kernel.kallsyms]   [k] memset_erms
     0.01%  C1 CompilerThre  libjvm.so           [.] LIRGenerator::do_ProfileCall
     0.01%  GC Thread#5      [kernel.kallsyms]   [k] _raw_spin_unlock_irqrestore
     0.01%  java             libjvm.so           [.] resource_allocate_bytes
     0.01%  GC Thread#21     libjvm.so           [.] G1Allocator::survivor_attempt_allocation
     0.01%  java             [kvm]               [k] pvclock_gtod_notify
     0.01%  GC Thread#7      libpthread-2.28.so  [.] __pthread_mutex_unlock_usercnt
     0.01%  java             libc-2.28.so        [.] __memset_avx2_erms
     0.01%  java             libjvm.so           [.] RelocIterator::initialize
     0.01%  C1 CompilerThre  [kernel.kallsyms]   [k] __list_add_valid
     0.01%  C1 CompilerThre  [kernel.kallsyms]   [k] x86_pmu_event_init
     0.01%  C1 CompilerThre  libjvm.so           [.] GraphBuilder::iterate_bytecodes_for_block
     0.01%  C2 CompilerThre  libjvm.so           [.] Parse::do_one_block
     0.01%  G1 Refine#14     libpthread-2.28.so  [.] __pthread_mutex_lock
     0.01%  GC Thread#18     [kernel.kallsyms]   [k] smp_call_function_many
     0.01%  GC Thread#3      [kernel.kallsyms]   [k] smp_call_function_many
     0.01%  C1 CompilerThre  libjvm.so           [.] BlockBegin::iterate_preorder
     0.01%  java             [kernel.kallsyms]   [k] select_task_rq_fair
     0.01%  java             libjvm.so           [.] FieldLayoutBuilder::compute_regular_layout
     0.01%  java             libjvm.so           [.] Fingerprinter::compute_fingerprint_and_return_type
     0.01%  java             libjvm.so           [.] MethodCounters::MethodCounters
     0.01%  G1 Refine#5      libjvm.so           [.] PtrQueueSet::deallocate_buffer
     0.01%  G1 Refine#2      libpthread-2.28.so  [.] __lll_lock_wait
     0.01%  G1 Refine#7      libpthread-2.28.so  [.] __pthread_mutex_unlock_usercnt
     0.01%  C1 CompilerThre  [kernel.kallsyms]   [k] _cond_resched
     0.01%  GC Thread#11     [kernel.kallsyms]   [k] _raw_spin_lock_irqsave
     0.01%  java             libc-2.28.so        [.] __strchrnul_avx2
     0.01%  C1 CompilerThre  libc-2.28.so        [.] __libc_malloc
     0.01%  C1 CompilerThre  libjvm.so           [.] GraphBuilder::try_inline_full
     0.01%  C2 CompilerThre  libc-2.28.so        [.] memcpy@GLIBC_2.2.5
     0.01%  C2 CompilerThre  libjvm.so           [.] GrowableArrayWithAllocator<PointsToNode*, GrowableArray<PointsToNode*> >::grow
     0.01%  C1 CompilerThre  libjvm.so           [.] LIRGenerator::new_register
     0.01%  C1 CompilerThre  libjvm.so           [.] ciEnv::get_klass_by_index_impl
     0.01%  C1 CompilerThre  libjvm.so           [.] ciInstanceKlass::field_cache
     0.01%  G1 Refine#2      libjvm.so           [.] PtrQueueSet::deallocate_buffer
     0.01%  GC Thread#21     libjvm.so           [.] G1ScanHRForRegionClosure::scan_heap_roots
     0.01%  C1 CompilerThre  libjvm.so           [.] ResourceBitMap::initialize
     0.01%  G1 Refine#14     [kernel.kallsyms]   [k] select_task_rq_fair
     0.01%  java             libjvm.so           [.] Rewriter::Rewriter
     0.01%  C2 CompilerThre  libjvm.so           [.] Matcher::ReduceInst_Interior
     0.01%  GC Thread#7      libjvm.so           [.] OopOopIterateDispatch<G1ScanCardClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.01%  java             libjvm.so           [.] jni_GetByteArrayRegion
     0.01%  java             [kernel.kallsyms]   [k] page_counter_try_charge
     0.01%  java             libjvm.so           [.] SharedRuntime::resolve_sub_helper
     0.01%  C1 CompilerThre  libjvm.so           [.] LIR_List::add
     0.01%  C2 CompilerThre  libjvm.so           [.] GraphKit::add_exception_state
     0.01%  java             [kernel.kallsyms]   [k] __update_load_avg_se
     0.01%  java             libjvm.so           [.] ClassFileParser::parse_method
     0.01%  C1 CompilerThre  libjvm.so           [.] GlobalValueNumbering::GlobalValueNumbering
     0.01%  java             [kernel.kallsyms]   [k] get_futex_key_refs.isra.12
     0.01%  C2 CompilerThre  libjvm.so           [.] ConnectionGraph::compute_escape
     0.01%  GC Thread#15     libjvm.so           [.] PtrQueueSet::exchange_buffer_with_new
     0.01%  java             libjvm.so           [.] BufferNode::Allocator::allocate
     0.01%  java             [kernel.kallsyms]   [k] native_flush_tlb
     0.01%  C1 CompilerThre  libjvm.so           [.] methodHandle::~methodHandle
     0.01%  G1 Refine#6      [kernel.kallsyms]   [k] ptep_clear_flush
     0.01%  java             libjvm.so           [.] CompileBroker::compile_method_base
     0.01%  java             libjvm.so           [.] CompileTask::allocate
     0.01%  G1 Refine#12     [kernel.kallsyms]   [k] native_flush_tlb_one_user
     0.01%  GC Thread#14     libjvm.so           [.] OopOopIterateBackwardsDispatch<G1ScanEvacuatedObjClosure>::Table::oop_oop_iterate_backwards<InstanceKlass, narrowOop>
     0.01%  java             libjvm.so           [.] GrowableArrayWithAllocator<int, GrowableArray<int> >::grow
     0.01%  C1 CompilerThre  [kernel.kallsyms]   [k] get_futex_key_refs.isra.12
     0.01%  C2 CompilerThre  libjvm.so           [.] resource_allocate_bytes
     0.01%  GC Thread#7      [kernel.kallsyms]   [k] __handle_mm_fault
     0.01%  C2 CompilerThre  libjvm.so           [.] PhaseCCP::transform
     0.01%  C2 CompilerThre  libjvm.so           [.] TypeNode::hash
     0.01%  java             [i40e]              [k] i40e_lan_xmit_frame
     0.01%  java             libjvm.so           [.] MemAllocator::Allocation::check_out_of_memory
     0.01%  C1 CompilerThre  libjvm.so           [.] LIRGenerator::do_NewInstance
     0.01%  GC Thread#5      [kernel.kallsyms]   [k] mark_wake_futex
     0.01%  GC Thread#6      [kernel.kallsyms]   [k] interrupt_entry
     0.01%  C2 CompilerThre  libjvm.so           [.] OopFlow::compute_reach
     0.01%  GC Thread#18     [kernel.kallsyms]   [k] llist_reverse_order
     0.01%  GC Thread#7      [kernel.kallsyms]   [k] account_entity_enqueue
     0.01%  java             [kernel.kallsyms]   [k] wake_up_q
     0.01%  C2 CompilerThre  libjvm.so           [.] Parse::create_entry_map
     0.01%  GC Thread#12     [kernel.kallsyms]   [k] clear_subpage
     0.01%  java             [kernel.kallsyms]   [k] update_fast_timekeeper
     0.01%  C1 CompilerThre  [kernel.kallsyms]   [k] clear_page_erms
     0.01%  C1 CompilerThre  [kernel.kallsyms]   [k] down_read
     0.01%  C1 CompilerThre  libjvm.so           [.] ciObjectFactory::get_metadata
     0.01%  GC Thread#3      libjvm.so           [.] G1ScanHRForRegionClosure::scan_heap_roots
     0.01%  C1 CompilerThre  libjvm.so           [.] vmSymbols::find_sid
     0.01%  java             [kernel.kallsyms]   [k] account_entity_enqueue
     0.01%  G1 Refine#8      [kernel.kallsyms]   [k] select_task_rq_fair
     0.01%  GC Thread#18     libpthread-2.28.so  [.] pthread_mutex_trylock
     0.01%  java             libjvm.so           [.] AccessInternal::PostRuntimeDispatch<G1BarrierSet::AccessBarrier<402470ul, G1BarrierSet>, (AccessInternal::BarrierType)5, 402470ul>::oop_access_barrier
     0.01%  C1 CompilerThre  libjvm.so           [.] LIRGenerator::do_LoadField
     0.01%  C2 CompilerThre  libjvm.so           [.] MethodLiveness::BasicBlock::compute_gen_kill_single
     0.01%  GC Thread#15     [kernel.kallsyms]   [k] _raw_spin_lock
     0.01%  GC Thread#17     libjvm.so           [.] YoungGCTracer::should_send_promotion_outside_plab_event
     0.01%  GC Thread#4      libjvm.so           [.] OopOopIterateBackwardsDispatch<G1ScanEvacuatedObjClosure>::Table::oop_oop_iterate_backwards<InstanceKlass, narrowOop>
     0.01%  C1 CompilerThre  libjvm.so           [.] ciMethod::get_method_blocks
     0.01%  C2 CompilerThre  libjvm.so           [.] State::_sub_Op_ConL
     0.01%  G1 Refine#12     libjvm.so           [.] CompositeElapsedCounterSource::now
     0.01%  GC Thread#11     libjvm.so           [.] G1GCParPhaseTimesTracker::G1GCParPhaseTimesTracker
     0.01%  GC Thread#11     libjvm.so           [.] G1MergeHeapRootsTask::work
     0.01%  java             libjvm.so           [.] ConstMethod::set_inlined_tables_length
     0.01%  GC Thread#19     libjvm.so           [.] G1ScanHRForRegionClosure::scan_heap_roots
     0.01%  GC Thread#19     libjvm.so           [.] OopOopIterateBoundedDispatch<G1ScanCardClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, narrowOop>
     0.01%  C2 CompilerThre  libjvm.so           [.] PhaseMacroExpand::expand_allocate_common
     0.01%  G1 Refine#5      [kernel.kallsyms]   [k] try_to_unmap_one
     0.01%  GC Thread#7      [kernel.kallsyms]   [k] copy_page
     0.01%  GC Thread#7      [kernel.kallsyms]   [k] enqueue_task_fair
     0.01%  C1 CompilerThre  libjvm.so           [.] ChunkPool::allocate
     0.01%  G1 Refine#8      [kernel.kallsyms]   [k] update_rq_clock
     0.01%  GC Thread#5      [kernel.kallsyms]   [k] entry_SYSCALL_64
     0.01%  G1 Refine#1      libjvm.so           [.] G1DirtyCardQueueSet::refine_buffer
     0.01%  G1 Refine#16     libjvm.so           [.] G1DirtyCardQueueSet::refine_buffer
     0.01%  java             libdpu.so.0.0       [.] dpu_thread_job_add_jobs
     0.01%  java             libpthread-2.28.so  [.] __pthread_mutex_unlock_usercnt
     0.01%  GC Thread#5      [kernel.kallsyms]   [k] activate_task
     0.01%  GC Thread#7      [kernel.kallsyms]   [k] __update_load_avg_cfs_rq
     0.01%  java             libjvm.so           [.] MemAllocator::allocate
     0.01%  GC Thread#7      [kernel.kallsyms]   [k] llist_reverse_order
     0.01%  java             libjvm.so           [.] ConstantPool::klass_at_impl
     0.01%  GC Thread#5      [kernel.kallsyms]   [k] __list_add_valid
     0.00%  G1 Refine#12     libpthread-2.28.so  [.] __pthread_mutex_unlock_usercnt
     0.00%  G1 Refine#4      libjvm.so           [.] oopDesc::size_given_klass
     0.00%  G1 Refine#8      [kernel.kallsyms]   [k] futex_wake
     0.00%  C2 CompilerThre  libjvm.so           [.] BarrierSetC2::obj_allocate
     0.00%  G1 Refine#8      [kernel.kallsyms]   [k] account_entity_dequeue
     0.00%  GC Thread#11     [kernel.kallsyms]   [k] select_task_rq_fair
     0.00%  GC Thread#15     [kernel.kallsyms]   [k] read_tsc
     0.00%  java             [kernel.kallsyms]   [k] page_fault
     0.00%  java             [sunrpc]            [k] rpc_new_task
     0.00%  G1 Refine#12     [kernel.kallsyms]   [k] down_read_trylock
     0.00%  G1 Refine#9      libjvm.so           [.] G1ConcurrentRefine::do_refinement_step
     0.00%  C1 CompilerThre  libjvm.so           [.] pthread_mutex_init@plt
     0.00%  G1 Refine#5      [kernel.kallsyms]   [k] __handle_mm_fault
     0.00%  GC Thread#5      [kernel.kallsyms]   [k] raise_softirq
     0.00%  java             [kernel.kallsyms]   [k] timekeeping_advance
     0.00%  G1 Refine#11     libjvm.so           [.] G1RemSet::clean_card_before_refine
     0.00%  C2 CompilerThre  libjvm.so           [.] PhaseIterGVN::add_users_to_worklist
     0.00%  G1 Refine#12     [kernel.kallsyms]   [k] get_futex_key
     0.00%  G1 Refine#17     libjvm.so           [.] G1HotCardCache::insert
     0.00%  G1 Refine#5      [kernel.kallsyms]   [k] try_to_wake_up
     0.00%  G1 Refine#5      libpthread-2.28.so  [.] __lll_lock_wait
     0.00%  GC Thread#1      libjvm.so           [.] OopOopIterateBoundedDispatch<G1ScanCardClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, narrowOop>
     0.00%  GC Thread#7      libjvm.so           [.] G1GCParPhaseTimesTracker::G1GCParPhaseTimesTracker
     0.00%  java             [kernel.kallsyms]   [k] read_tsc
     0.00%  java             libc-2.28.so        [.] __strncpy_sse2_unaligned
     0.00%  java             libjvm.so           [.] acl_CopyRight
     0.00%  GC Thread#5      [kernel.kallsyms]   [k] get_futex_key_refs.isra.12
     0.00%  java             libjvm.so           [.] clock_gettime@plt
     0.00%  GC Thread#11     [kernel.kallsyms]   [k] down_read_trylock
     0.00%  GC Thread#7      [kernel.kallsyms]   [k] __schedule
     0.00%  C2 CompilerThre  libjvm.so           [.] MergeMemNode::MergeMemNode
     0.00%  C2 CompilerThre  libjvm.so           [.] Node::disconnect_inputs
     0.00%  G1 Refine#11     libjvm.so           [.] oopDesc::size_given_klass
     0.00%  G1 Refine#18     libjvm.so           [.] G1RemSet::clean_card_before_refine
     0.00%  GC Thread#5      [kernel.kallsyms]   [k] futex_wait_setup
     0.00%  GC Thread#5      libjvm.so           [.] os::elapsedTime
     0.00%  GC Thread#5      libpthread-2.28.so  [.] __condvar_dec_grefs
     0.00%  GC Thread#7      [kernel.kallsyms]   [k] page_counter_try_charge
     0.00%  G1 Refine#0      [kernel.kallsyms]   [k] hrtimer_active
     0.00%  GC Thread#7      [kernel.kallsyms]   [k] clear_subpage
     0.00%  C2 CompilerThre  libjvm.so           [.] MergeMemNode::iteration_setup
     0.00%  GC Thread#19     [kernel.kallsyms]   [k] llist_add_batch
     0.00%  GC Thread#5      [kernel.kallsyms]   [k] native_queued_spin_lock_slowpath
     0.00%  java             [kernel.kallsyms]   [k] vsnprintf
     0.00%  GC Thread#3      [kernel.kallsyms]   [k] llist_add_batch
     0.00%  java             [kernel.kallsyms]   [k] update_group_capacity
     0.00%  C2 CompilerThre  libjvm.so           [.] Matcher::match_tree
     0.00%  C2 CompilerThre  libjvm.so           [.] MergeMemNode::Ideal
